"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","UnitName","UnitCode","DistrictId","UnitTypeId","ParentUnitId"
"48211000000074102","48211000000013007","2026-07-22 09:17:27:243","2026-07-22 09:17:27:243","Lingasaguru PS","RAILIN","48211000000054397","48211000000054006",""
"48211000000074103","48211000000013007","2026-07-22 09:17:27:244","2026-07-22 09:17:27:244","Mudgal PS","RAIMUD","48211000000054397","48211000000054006",""
"48211000000074104","48211000000013007","2026-07-22 09:17:27:246","2026-07-22 09:17:27:246","Maski PS","RAIMAS","48211000000054397","48211000000054006",""
"48211000000074105","48211000000013007","2026-07-22 09:17:27:247","2026-07-22 09:17:27:247","Sirawara PS","RAISIR","48211000000054397","48211000000054006",""
"48211000000074106","48211000000013007","2026-07-22 09:17:27:249","2026-07-22 09:17:27:249","Ramanagara PS","RAMRAM","48211000000054398","48211000000054006",""
"48211000000074107","48211000000013007","2026-07-22 09:17:27:250","2026-07-22 09:17:27:250","Magadi PS","RAMMAG","48211000000054398","48211000000054006",""
"48211000000074108","48211000000013007","2026-07-22 09:17:27:251","2026-07-22 09:17:27:251","Kanakapura PS","RAMKAN","48211000000054398","48211000000054006",""
"48211000000074109","48211000000013007","2026-07-22 09:17:27:253","2026-07-22 09:17:27:253","Channapattana PS","RAMCHA","48211000000054398","48211000000054006",""
"48211000000074110","48211000000013007","2026-07-22 09:17:27:254","2026-07-22 09:17:27:254","Harohalli PS","RAMHAR","48211000000054398","48211000000054006",""
"48211000000074111","48211000000013007","2026-07-22 09:17:27:256","2026-07-22 09:17:27:256","Shivamogga PS","SHISHI","48211000000054399","48211000000054006",""
"48211000000074112","48211000000013007","2026-07-22 09:17:27:257","2026-07-22 09:17:27:257","Sagara PS","SHISAG","48211000000054399","48211000000054006",""
"48211000000074113","48211000000013007","2026-07-22 09:17:27:258","2026-07-22 09:17:27:258","Bhadravathi PS","SHIBHA","48211000000054399","48211000000054006",""
"48211000000074114","48211000000013007","2026-07-22 09:17:27:260","2026-07-22 09:17:27:260","Hosanagara PS","SHIHOS","48211000000054399","48211000000054006",""
"48211000000074115","48211000000013007","2026-07-22 09:17:27:261","2026-07-22 09:17:27:261","Shikaripura PS","SHISHI2","48211000000054399","48211000000054006",""
"48211000000074116","48211000000013007","2026-07-22 09:17:27:263","2026-07-22 09:17:27:263","Soraba PS","SHISOR","48211000000054399","48211000000054006",""
"48211000000074117","48211000000013007","2026-07-22 09:17:27:264","2026-07-22 09:17:27:264","Tirthahalli PS","SHITIR","48211000000054399","48211000000054006",""
"48211000000074118","48211000000013007","2026-07-22 09:17:27:265","2026-07-22 09:17:27:265","Tumakuru PS","TUMTUM","48211000000054400","48211000000054006",""
"48211000000074119","48211000000013007","2026-07-22 09:17:27:267","2026-07-22 09:17:27:267","Chikkanayakanahalli PS","TUMCHI","48211000000054400","48211000000054006",""
"48211000000074120","48211000000013007","2026-07-22 09:17:27:268","2026-07-22 09:17:27:268","Kunigal PS","TUMKUN","48211000000054400","48211000000054006",""
"48211000000074121","48211000000013007","2026-07-22 09:17:27:270","2026-07-22 09:17:27:270","Madhugiri PS","TUMMAD","48211000000054400","48211000000054006",""
"48211000000074122","48211000000013007","2026-07-22 09:17:27:271","2026-07-22 09:17:27:271","Sira PS","TUMSIR","48211000000054400","48211000000054006",""
"48211000000074123","48211000000013007","2026-07-22 09:17:27:272","2026-07-22 09:17:27:272","Tipturu PS","TUMTIP","48211000000054400","48211000000054006",""
"48211000000074124","48211000000013007","2026-07-22 09:17:27:274","2026-07-22 09:17:27:274","Gubbi PS","TUMGUB","48211000000054400","48211000000054006",""
"48211000000074125","48211000000013007","2026-07-22 09:17:27:275","2026-07-22 09:17:27:275","Koratagere PS","TUMKOR","48211000000054400","48211000000054006",""
"48211000000074126","48211000000013007","2026-07-22 09:17:27:277","2026-07-22 09:17:27:277","Pavagada PS","TUMPAV","48211000000054400","48211000000054006",""
"48211000000074127","48211000000013007","2026-07-22 09:17:27:278","2026-07-22 09:17:27:278","Turuvekere PS","TUMTUR","48211000000054400","48211000000054006",""
"48211000000074128","48211000000013007","2026-07-22 09:17:27:279","2026-07-22 09:17:27:279","Udupi PS","UDUUDU","48211000000054401","48211000000054006",""
"48211000000074129","48211000000013007","2026-07-22 09:17:27:281","2026-07-22 09:17:27:281","Kapu PS","UDUKAP","48211000000054401","48211000000054006",""
"48211000000074130","48211000000013007","2026-07-22 09:17:27:282","2026-07-22 09:17:27:282","Bynduru PS","UDUBYN","48211000000054401","48211000000054006",""
"48211000000074131","48211000000013007","2026-07-22 09:17:27:283","2026-07-22 09:17:27:283","Karkala PS","UDUKAR","48211000000054401","48211000000054006",""
"48211000000074132","48211000000013007","2026-07-22 09:17:27:285","2026-07-22 09:17:27:285","Kundapura PS","UDUKUN","48211000000054401","48211000000054006",""
"48211000000074133","48211000000013007","2026-07-22 09:17:27:286","2026-07-22 09:17:27:286","Hebri PS","UDUHEB","48211000000054401","48211000000054006",""
"48211000000074134","48211000000013007","2026-07-22 09:17:27:287","2026-07-22 09:17:27:287","Brahmavara PS","UDUBRA","48211000000054401","48211000000054006",""
"48211000000074135","48211000000013007","2026-07-22 09:17:27:289","2026-07-22 09:17:27:289","Karwara PS","UTTKAR","48211000000054402","48211000000054006",""
"48211000000074136","48211000000013007","2026-07-22 09:17:27:290","2026-07-22 09:17:27:290","Sirsi PS","UTTSIR","48211000000054402","48211000000054006",""
"48211000000074137","48211000000013007","2026-07-22 09:17:27:291","2026-07-22 09:17:27:291","Joida PS","UTTJOI","48211000000054402","48211000000054006",""
"48211000000074138","48211000000013007","2026-07-22 09:17:27:293","2026-07-22 09:17:27:293","Dandeli PS","UTTDAN","48211000000054402","48211000000054006",""
"48211000000074139","48211000000013007","2026-07-22 09:17:27:294","2026-07-22 09:17:27:294","Bhatkal PS","UTTBHA","48211000000054402","48211000000054006",""
"48211000000074140","48211000000013007","2026-07-22 09:17:27:295","2026-07-22 09:17:27:295","Kumta PS","UTTKUM","48211000000054402","48211000000054006",""
"48211000000074141","48211000000013007","2026-07-22 09:17:27:297","2026-07-22 09:17:27:297","Ankola PS","UTTANK","48211000000054402","48211000000054006",""
"48211000000074142","48211000000013007","2026-07-22 09:17:27:298","2026-07-22 09:17:27:298","Haliyal PS","UTTHAL","48211000000054402","48211000000054006",""
"48211000000074143","48211000000013007","2026-07-22 09:17:27:299","2026-07-22 09:17:27:299","Honnavara PS","UTTHON","48211000000054402","48211000000054006",""
"48211000000074144","48211000000013007","2026-07-22 09:17:27:301","2026-07-22 09:17:27:301","Mundagodu PS","UTTMUN","48211000000054402","48211000000054006",""
"48211000000074145","48211000000013007","2026-07-22 09:17:27:302","2026-07-22 09:17:27:302","Siddapura PS","UTTSID","48211000000054402","48211000000054006",""
"48211000000074146","48211000000013007","2026-07-22 09:17:27:304","2026-07-22 09:17:27:304","Yellapura PS","UTTYEL","48211000000054402","48211000000054006",""
"48211000000074147","48211000000013007","2026-07-22 09:17:27:305","2026-07-22 09:17:27:305","Vijayapura PS","VIJVIJ","48211000000054403","48211000000054006",""
"48211000000074148","48211000000013007","2026-07-22 09:17:27:306","2026-07-22 09:17:27:306","Indi PS","VIJIND","48211000000054403","48211000000054006",""
"48211000000074149","48211000000013007","2026-07-22 09:17:27:308","2026-07-22 09:17:27:308","Basavana Bagewadi PS","VIJBAS","48211000000054403","48211000000054006",""
"48211000000074150","48211000000013007","2026-07-22 09:17:27:309","2026-07-22 09:17:27:309","Sindgi PS","VIJSIN","48211000000054403","48211000000054006",""
"48211000000074151","48211000000013007","2026-07-22 09:17:27:310","2026-07-22 09:17:27:310","Muddebihala PS","VIJMUD","48211000000054403","48211000000054006",""
"48211000000074152","48211000000013007","2026-07-22 09:17:27:312","2026-07-22 09:17:27:312","Talikote PS","VIJTAL","48211000000054403","48211000000054006",""
"48211000000074153","48211000000013007","2026-07-22 09:17:27:313","2026-07-22 09:17:27:313","Devara Hipparagi PS","VIJDEV","48211000000054403","48211000000054006",""
"48211000000074154","48211000000013007","2026-07-22 09:17:27:314","2026-07-22 09:17:27:314","Chadchana PS","VIJCHA","48211000000054403","48211000000054006",""
"48211000000074155","48211000000013007","2026-07-22 09:17:27:316","2026-07-22 09:17:27:316","Tikote PS","VIJTIK","48211000000054403","48211000000054006",""
"48211000000074156","48211000000013007","2026-07-22 09:17:27:317","2026-07-22 09:17:27:317","Babaleshwara PS","VIJBAB","48211000000054403","48211000000054006",""
"48211000000074157","48211000000013007","2026-07-22 09:17:27:319","2026-07-22 09:17:27:319","Kolhara PS","VIJKOL","48211000000054403","48211000000054006",""
"48211000000074158","48211000000013007","2026-07-22 09:17:27:320","2026-07-22 09:17:27:320","Nidagundi PS","VIJNID","48211000000054403","48211000000054006",""
"48211000000074159","48211000000013007","2026-07-22 09:17:27:321","2026-07-22 09:17:27:321","Alamela PS","VIJALA","48211000000054403","48211000000054006",""
"48211000000074160","48211000000013007","2026-07-22 09:17:27:323","2026-07-22 09:17:27:323","Yadagiri PS","YADYAD","48211000000054404","48211000000054006",""
"48211000000074161","48211000000013007","2026-07-22 09:17:27:324","2026-07-22 09:17:27:324","Shahapura PS","YADSHA","48211000000054404","48211000000054006",""
"48211000000074162","48211000000013007","2026-07-22 09:17:27:325","2026-07-22 09:17:27:325","Surapura PS","YADSUR","48211000000054404","48211000000054006",""
"48211000000074163","48211000000013007","2026-07-22 09:17:27:327","2026-07-22 09:17:27:327","Gurmitkala PS","YADGUR","48211000000054404","48211000000054006",""
"48211000000074164","48211000000013007","2026-07-22 09:17:27:328","2026-07-22 09:17:27:328","Vadagera PS","YADVAD","48211000000054404","48211000000054006",""
"48211000000074165","48211000000013007","2026-07-22 09:17:27:329","2026-07-22 09:17:27:329","Hunsagi PS","YADHUN","48211000000054404","48211000000054006",""
"48211000000074166","48211000000013007","2026-07-22 09:17:27:331","2026-07-22 09:17:27:331","Hosapete PS","VIJHOS","48211000000054405","48211000000054006",""
"48211000000074167","48211000000013007","2026-07-22 09:17:27:332","2026-07-22 09:17:27:332","Hagaribommanahalli PS","VIJHAG","48211000000054405","48211000000054006",""
"48211000000074168","48211000000013007","2026-07-22 09:17:27:333","2026-07-22 09:17:27:333","Harapanahalli PS","VIJHAR","48211000000054405","48211000000054006",""
"48211000000074169","48211000000013007","2026-07-22 09:17:27:335","2026-07-22 09:17:27:335","Hoovina Hadagali PS","VIJHOO","48211000000054405","48211000000054006",""
"48211000000074170","48211000000013007","2026-07-22 09:17:27:336","2026-07-22 09:17:27:336","Kudligi PS","VIJKUD","48211000000054405","48211000000054006",""
"48211000000074171","48211000000013007","2026-07-22 09:17:27:337","2026-07-22 09:17:27:337","Kotturu PS","VIJKOT","48211000000054405","48211000000054006",""
