"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","CameraName","Latitude","Longitude","DistrictId","Status","InstalledDate","UnitId"
"48211000000129907","48211000000013007","2026-07-22 14:32:44:690","2026-07-22 14:32:44:690","Belagavi Government Office Cam 13","15.889569","75.187661","48211000000048016","Active","2020-05-24","48211000000072947"
"48211000000129908","48211000000013007","2026-07-22 14:32:44:691","2026-07-22 14:32:44:691","Belagavi Residential Cam 14","15.890434","75.161342","48211000000048016","Active","2023-05-03","48211000000072947"
"48211000000129909","48211000000013007","2026-07-22 14:32:44:693","2026-07-22 14:32:44:693","Belagavi Main Road Junction Cam 15","15.890502","75.175986","48211000000048016","Active","2024-10-27","48211000000072947"
"48211000000129910","48211000000013007","2026-07-22 14:32:44:694","2026-07-22 14:32:44:694","Belagavi Residential Cam 16","15.887578","75.17768","48211000000048016","Active","2025-10-03","48211000000072947"
"48211000000129911","48211000000013007","2026-07-22 14:32:44:696","2026-07-22 14:32:44:696","Belagavi Temple Cam 17","15.900053","75.180876","48211000000048016","Active","2019-11-24","48211000000072947"
"48211000000129912","48211000000013007","2026-07-22 14:32:44:697","2026-07-22 14:32:44:697","Belagavi College Cam 18","15.890533","75.172212","48211000000048016","Active","2023-10-12","48211000000072947"
"48211000000129913","48211000000013007","2026-07-22 14:32:44:699","2026-07-22 14:32:44:699","Belagavi College Cam 19","15.886365","75.171139","48211000000048016","Inactive","2022-12-15","48211000000072947"
"48211000000129914","48211000000013007","2026-07-22 14:32:44:700","2026-07-22 14:32:44:700","Belagavi Government Office Cam 20","15.889395","75.164263","48211000000048016","Active","2019-08-23","48211000000072947"
"48211000000129915","48211000000013007","2026-07-22 14:32:44:702","2026-07-22 14:32:44:702","Athani Main Road Junction Cam 1","16.525661","74.270171","48211000000048016","Active","2019-05-08","48211000000072948"
"48211000000129916","48211000000013007","2026-07-22 14:32:44:703","2026-07-22 14:32:44:703","Athani Mosque Cam 2","16.524401","74.277065","48211000000048016","Active","2020-06-01","48211000000072948"
"48211000000129917","48211000000013007","2026-07-22 14:32:44:705","2026-07-22 14:32:44:705","Athani Bus Stand Cam 3","16.524922","74.279963","48211000000048016","Active","2025-05-12","48211000000072948"
"48211000000129918","48211000000013007","2026-07-22 14:32:44:706","2026-07-22 14:32:44:706","Athani College Cam 4","16.527012","74.280115","48211000000048016","Active","2023-03-04","48211000000072948"
"48211000000129919","48211000000013007","2026-07-22 14:32:44:708","2026-07-22 14:32:44:708","Athani Hospital Cam 5","16.531057","74.288918","48211000000048016","Active","2023-06-19","48211000000072948"
"48211000000129920","48211000000013007","2026-07-22 14:32:44:709","2026-07-22 14:32:44:709","Athani School Zone Cam 6","16.533379","74.278357","48211000000048016","Inactive","2021-02-01","48211000000072948"
"48211000000129921","48211000000013007","2026-07-22 14:32:44:710","2026-07-22 14:32:44:710","Athani Railway Junction Cam 7","16.53374","74.270791","48211000000048016","Active","2021-12-02","48211000000072948"
"48211000000129922","48211000000013007","2026-07-22 14:32:44:712","2026-07-22 14:32:44:712","Athani Police HQ Gate Cam 8","16.541878","74.283333","48211000000048016","Active","2024-07-04","48211000000072948"
"48211000000129923","48211000000013007","2026-07-22 14:32:44:713","2026-07-22 14:32:44:713","Athani School Zone Cam 9","16.529808","74.282775","48211000000048016","Active","2023-12-29","48211000000072948"
"48211000000129924","48211000000013007","2026-07-22 14:32:44:715","2026-07-22 14:32:44:715","Bailhongal Bus Stand Cam 1","16.929518","75.325777","48211000000048016","Active","2019-09-23","48211000000072949"
"48211000000129925","48211000000013007","2026-07-22 14:32:44:716","2026-07-22 14:32:44:716","Bailhongal Temple Cam 2","16.954184","75.31346","48211000000048016","Active","2026-02-25","48211000000072949"
"48211000000129926","48211000000013007","2026-07-22 14:32:44:718","2026-07-22 14:32:44:718","Bailhongal Court Complex Cam 3","16.945191","75.314067","48211000000048016","Active","2021-04-03","48211000000072949"
"48211000000129927","48211000000013007","2026-07-22 14:32:44:719","2026-07-22 14:32:44:719","Bailhongal College Cam 4","16.95997","75.318261","48211000000048016","Inactive","2025-03-19","48211000000072949"
"48211000000129928","48211000000013007","2026-07-22 14:32:44:721","2026-07-22 14:32:44:721","Bailhongal Railway Junction Cam 5","16.944814","75.303517","48211000000048016","Active","2019-12-20","48211000000072949"
"48211000000129929","48211000000013007","2026-07-22 14:32:44:722","2026-07-22 14:32:44:722","Bailhongal Main Road Junction Cam 6","16.943077","75.315467","48211000000048016","Active","2024-11-23","48211000000072949"
"48211000000129930","48211000000013007","2026-07-22 14:32:44:724","2026-07-22 14:32:44:724","Bailhongal Police HQ Gate Cam 7","16.947178","75.308561","48211000000048016","Active","2022-07-22","48211000000072949"
"48211000000129931","48211000000013007","2026-07-22 14:32:44:725","2026-07-22 14:32:44:725","Bailhongal Government Office Cam 8","16.946666","75.302326","48211000000048016","Active","2020-06-09","48211000000072949"
"48211000000129932","48211000000013007","2026-07-22 14:32:44:727","2026-07-22 14:32:44:727","Bailhongal Government Office Cam 9","16.922776","75.320616","48211000000048016","Active","2020-06-12","48211000000072949"
"48211000000129933","48211000000013007","2026-07-22 14:32:44:728","2026-07-22 14:32:44:728","Bailhongal Market Cam 10","16.937009","75.325333","48211000000048016","Active","2024-10-23","48211000000072949"
"48211000000129934","48211000000013007","2026-07-22 14:32:44:730","2026-07-22 14:32:44:730","Chikkodi Court Complex Cam 1","15.526614","74.316371","48211000000048016","Active","2024-10-26","48211000000072950"
"48211000000129935","48211000000013007","2026-07-22 14:32:44:731","2026-07-22 14:32:44:731","Chikkodi Temple Cam 2","15.511464","74.324759","48211000000048016","Active","2025-03-06","48211000000072950"
"48211000000129936","48211000000013007","2026-07-22 14:32:44:733","2026-07-22 14:32:44:733","Chikkodi Police HQ Gate Cam 3","15.523696","74.308363","48211000000048016","Active","2024-08-20","48211000000072950"
"48211000000129937","48211000000013007","2026-07-22 14:32:44:734","2026-07-22 14:32:44:734","Chikkodi Police HQ Gate Cam 4","15.520194","74.30034","48211000000048016","Active","2026-05-22","48211000000072950"
"48211000000129938","48211000000013007","2026-07-22 14:32:44:736","2026-07-22 14:32:44:736","Chikkodi Bus Stand Cam 5","15.519945","74.324816","48211000000048016","Active","2025-04-27","48211000000072950"
"48211000000129939","48211000000013007","2026-07-22 14:32:44:737","2026-07-22 14:32:44:737","Khanapura Police HQ Gate Cam 1","15.941204","74.601786","48211000000048016","Active","2021-05-13","48211000000072952"
"48211000000129940","48211000000013007","2026-07-22 14:32:44:739","2026-07-22 14:32:44:739","Khanapura Government Office Cam 2","15.950643","74.586903","48211000000048016","Inactive","2026-01-12","48211000000072952"
"48211000000129941","48211000000013007","2026-07-22 14:32:44:740","2026-07-22 14:32:44:740","Khanapura Temple Cam 3","15.932438","74.59443","48211000000048016","Active","2023-07-22","48211000000072952"
"48211000000129942","48211000000013007","2026-07-22 14:32:44:742","2026-07-22 14:32:44:742","Khanapura Market Cam 4","15.944964","74.608704","48211000000048016","Active","2023-08-30","48211000000072952"
"48211000000129943","48211000000013007","2026-07-22 14:32:44:743","2026-07-22 14:32:44:743","Mudalgi Church Cam 1","15.514867","74.750931","48211000000048016","Active","2022-11-15","48211000000072953"
"48211000000129944","48211000000013007","2026-07-22 14:32:44:745","2026-07-22 14:32:44:745","Mudalgi Bus Stand Cam 2","15.524939","74.761531","48211000000048016","Active","2020-03-10","48211000000072953"
"48211000000129945","48211000000013007","2026-07-22 14:32:44:746","2026-07-22 14:32:44:746","Mudalgi Temple Cam 3","15.510356","74.738711","48211000000048016","Active","2020-07-31","48211000000072953"
"48211000000129946","48211000000013007","2026-07-22 14:32:44:747","2026-07-22 14:32:44:747","Mudalgi Residential Cam 4","15.510964","74.745439","48211000000048016","Active","2023-09-09","48211000000072953"
"48211000000129947","48211000000013007","2026-07-22 14:32:44:749","2026-07-22 14:32:44:749","Mudalgi Hospital Cam 5","15.504665","74.749851","48211000000048016","Active","2025-06-24","48211000000072953"
"48211000000129948","48211000000013007","2026-07-22 14:32:44:750","2026-07-22 14:32:44:750","Nippani Railway Junction Cam 1","16.802431","74.956664","48211000000048016","Active","2022-06-17","48211000000072954"
"48211000000129949","48211000000013007","2026-07-22 14:32:44:752","2026-07-22 14:32:44:752","Nippani Residential Cam 2","16.808249","74.984494","48211000000048016","Active","2021-09-13","48211000000072954"
"48211000000129950","48211000000013007","2026-07-22 14:32:44:753","2026-07-22 14:32:44:753","Nippani Market Cam 3","16.806111","74.971567","48211000000048016","Active","2025-09-13","48211000000072954"
"48211000000129951","48211000000013007","2026-07-22 14:32:44:755","2026-07-22 14:32:44:755","Nippani College Cam 4","16.785859","74.962868","48211000000048016","Active","2019-02-03","48211000000072954"
"48211000000129952","48211000000013007","2026-07-22 14:32:44:756","2026-07-22 14:32:44:756","Nippani Stadium Cam 5","16.810267","74.956533","48211000000048016","Active","2023-02-07","48211000000072954"
"48211000000129953","48211000000013007","2026-07-22 14:32:44:758","2026-07-22 14:32:44:758","Rayabaga Railway Junction Cam 1","16.113096","75.405495","48211000000048016","Active","2025-03-16","48211000000072955"
"48211000000129954","48211000000013007","2026-07-22 14:32:44:760","2026-07-22 14:32:44:760","Rayabaga College Cam 2","16.117031","75.399376","48211000000048016","Active","2022-02-19","48211000000072955"
"48211000000129955","48211000000013007","2026-07-22 14:32:44:761","2026-07-22 14:32:44:761","Rayabaga Police HQ Gate Cam 3","16.099776","75.390657","48211000000048016","Active","2020-02-01","48211000000072955"
"48211000000129956","48211000000013007","2026-07-22 14:32:44:762","2026-07-22 14:32:44:762","Rayabaga Bus Stand Cam 4","16.104253","75.407059","48211000000048016","Active","2023-02-06","48211000000072955"
"48211000000129957","48211000000013007","2026-07-22 14:32:44:764","2026-07-22 14:32:44:764","Rayabaga Railway Junction Cam 5","16.128914","75.410057","48211000000048016","Active","2019-06-14","48211000000072955"
"48211000000129958","48211000000013007","2026-07-22 14:32:44:765","2026-07-22 14:32:44:765","Rayabaga Bus Stand Cam 6","16.113548","75.405181","48211000000048016","Active","2024-10-28","48211000000072955"
"48211000000129959","48211000000013007","2026-07-22 14:32:44:767","2026-07-22 14:32:44:767","Savadatti Stadium Cam 1","16.38867","74.588691","48211000000048016","Active","2020-10-27","48211000000072956"
"48211000000129960","48211000000013007","2026-07-22 14:32:44:768","2026-07-22 14:32:44:768","Savadatti Church Cam 2","16.367273","74.568443","48211000000048016","Active","2022-10-09","48211000000072956"
"48211000000129961","48211000000013007","2026-07-22 14:32:44:770","2026-07-22 14:32:44:770","Savadatti College Cam 3","16.372491","74.563418","48211000000048016","Active","2022-05-12","48211000000072956"
"48211000000129962","48211000000013007","2026-07-22 14:32:44:771","2026-07-22 14:32:44:771","Savadatti Bus Stand Cam 4","16.374304","74.586392","48211000000048016","Active","2023-09-03","48211000000072956"
"48211000000129963","48211000000013007","2026-07-22 14:32:44:773","2026-07-22 14:32:44:773","Savadatti Main Road Junction Cam 5","16.360605","74.579272","48211000000048016","Active","2026-01-21","48211000000072956"
"48211000000129964","48211000000013007","2026-07-22 14:32:44:774","2026-07-22 14:32:44:774","Savadatti Government Office Cam 6","16.373283","74.574687","48211000000048016","Active","2025-06-27","48211000000072956"
"48211000000129965","48211000000013007","2026-07-22 14:32:44:776","2026-07-22 14:32:44:776","Savadatti Police HQ Gate Cam 7","16.360388","74.572881","48211000000048016","Active","2024-11-17","48211000000072956"
"48211000000129966","48211000000013007","2026-07-22 14:32:44:777","2026-07-22 14:32:44:777","Savadatti Church Cam 8","16.363507","74.564524","48211000000048016","Active","2021-09-19","48211000000072956"
"48211000000129967","48211000000013007","2026-07-22 14:32:44:779","2026-07-22 14:32:44:779","Kagawada Residential Cam 1","15.778292","74.87251","48211000000048016","Active","2021-04-15","48211000000072958"
"48211000000129968","48211000000013007","2026-07-22 14:32:44:780","2026-07-22 14:32:44:780","Kagawada Stadium Cam 2","15.767607","74.878173","48211000000048016","Active","2019-09-13","48211000000072958"
"48211000000129969","48211000000013007","2026-07-22 14:32:44:782","2026-07-22 14:32:44:782","Kagawada Railway Junction Cam 3","15.774875","74.860268","48211000000048016","Active","2024-05-13","48211000000072958"
"48211000000129970","48211000000013007","2026-07-22 14:32:44:783","2026-07-22 14:32:44:783","Kagawada Hospital Cam 4","15.787635","74.871877","48211000000048016","Active","2024-12-23","48211000000072958"
"48211000000129971","48211000000013007","2026-07-22 14:32:44:785","2026-07-22 14:32:44:785","Hukkeri Government Office Cam 1","16.537401","75.160849","48211000000048016","Active","2021-12-18","48211000000072959"
"48211000000129972","48211000000013007","2026-07-22 14:32:44:786","2026-07-22 14:32:44:786","Hukkeri Court Complex Cam 2","16.561496","75.155237","48211000000048016","Active","2022-05-07","48211000000072959"
"48211000000129973","48211000000013007","2026-07-22 14:32:44:788","2026-07-22 14:32:44:788","Hukkeri Temple Cam 3","16.547792","75.155358","48211000000048016","Active","2021-04-29","48211000000072959"
"48211000000129974","48211000000013007","2026-07-22 14:32:44:789","2026-07-22 14:32:44:789","Hukkeri College Cam 4","16.549723","75.133972","48211000000048016","Active","2022-01-25","48211000000072959"
"48211000000129975","48211000000013007","2026-07-22 14:32:44:791","2026-07-22 14:32:44:791","Hukkeri Railway Junction Cam 5","16.545763","75.144097","48211000000048016","Active","2023-06-05","48211000000072959"
"48211000000129976","48211000000013007","2026-07-22 14:32:44:792","2026-07-22 14:32:44:792","Hukkeri Mosque Cam 6","16.543464","75.168602","48211000000048016","Active","2019-06-22","48211000000072959"
"48211000000129977","48211000000013007","2026-07-22 14:32:44:793","2026-07-22 14:32:44:793","Kitturu Government Office Cam 1","16.677316","74.721537","48211000000048016","Active","2024-05-16","48211000000072960"
"48211000000129978","48211000000013007","2026-07-22 14:32:44:795","2026-07-22 14:32:44:795","Kitturu Temple Cam 2","16.673881","74.722254","48211000000048016","Active","2022-01-17","48211000000072960"
"48211000000129979","48211000000013007","2026-07-22 14:32:44:796","2026-07-22 14:32:44:796","Kitturu Police HQ Gate Cam 3","16.67608","74.717475","48211000000048016","Active","2019-07-27","48211000000072960"
"48211000000129980","48211000000013007","2026-07-22 14:32:44:798","2026-07-22 14:32:44:798","Kitturu Government Office Cam 4","16.67521","74.704436","48211000000048016","Active","2020-02-15","48211000000072960"
"48211000000129981","48211000000013007","2026-07-22 14:32:44:799","2026-07-22 14:32:44:799","Kitturu School Zone Cam 5","16.669021","74.717908","48211000000048016","Active","2020-07-17","48211000000072960"
"48211000000129982","48211000000013007","2026-07-22 14:32:44:800","2026-07-22 14:32:44:800","Kitturu Stadium Cam 6","16.678098","74.719771","48211000000048016","Active","2026-04-28","48211000000072960"
"48211000000129983","48211000000013007","2026-07-22 14:32:44:802","2026-07-22 14:32:44:802","Kitturu College Cam 7","16.663564","74.73576","48211000000048016","Active","2022-03-22","48211000000072960"
"48211000000129984","48211000000013007","2026-07-22 14:32:44:803","2026-07-22 14:32:44:803","Kitturu Stadium Cam 8","16.672394","74.715292","48211000000048016","Active","2026-04-25","48211000000072960"
"48211000000129985","48211000000013007","2026-07-22 14:32:44:805","2026-07-22 14:32:44:805","Kitturu Main Road Junction Cam 9","16.675301","74.706716","48211000000048016","Active","2019-06-02","48211000000072960"
"48211000000129986","48211000000013007","2026-07-22 14:32:44:806","2026-07-22 14:32:44:806","Yargatti Stadium Cam 1","15.791827","74.3003","48211000000048016","Active","2023-06-15","48211000000072961"
"48211000000129987","48211000000013007","2026-07-22 14:32:44:808","2026-07-22 14:32:44:808","Yargatti Main Road Junction Cam 2","15.816193","74.302369","48211000000048016","Active","2022-03-31","48211000000072961"
"48211000000129988","48211000000013007","2026-07-22 14:32:44:809","2026-07-22 14:32:44:809","Yargatti Police HQ Gate Cam 3","15.800998","74.315671","48211000000048016","Active","2022-10-04","48211000000072961"
"48211000000129989","48211000000013007","2026-07-22 14:32:44:810","2026-07-22 14:32:44:810","Yargatti Railway Junction Cam 4","15.79941","74.301829","48211000000048016","Active","2020-07-03","48211000000072961"
"48211000000129990","48211000000013007","2026-07-22 14:32:44:812","2026-07-22 14:32:44:812","Yargatti Court Complex Cam 5","15.803674","74.275664","48211000000048016","Active","2022-09-16","48211000000072961"
"48211000000129991","48211000000013007","2026-07-22 14:32:44:813","2026-07-22 14:32:44:813","Bengaluru Main Road Junction Cam 1","13.16664","77.472399","48211000000048013","Active","2022-10-12","48211000000072962"
"48211000000129992","48211000000013007","2026-07-22 14:32:44:815","2026-07-22 14:32:44:815","Bengaluru Mosque Cam 2","13.170858","77.467669","48211000000048013","Active","2025-11-07","48211000000072962"
"48211000000129993","48211000000013007","2026-07-22 14:32:44:816","2026-07-22 14:32:44:816","Bengaluru Church Cam 3","13.167788","77.49104","48211000000048013","Active","2022-09-05","48211000000072962"
"48211000000129994","48211000000013007","2026-07-22 14:32:44:817","2026-07-22 14:32:44:817","Bengaluru Hospital Cam 4","13.174927","77.47896","48211000000048013","Active","2024-05-09","48211000000072962"
"48211000000129995","48211000000013007","2026-07-22 14:32:44:819","2026-07-22 14:32:44:819","Bengaluru Temple Cam 5","13.181403","77.479728","48211000000048013","Active","2024-01-04","48211000000072962"
"48211000000129996","48211000000013007","2026-07-22 14:32:44:820","2026-07-22 14:32:44:820","Bengaluru Temple Cam 6","13.172675","77.491696","48211000000048013","Active","2025-06-04","48211000000072962"
"48211000000129997","48211000000013007","2026-07-22 14:32:44:822","2026-07-22 14:32:44:822","Bengaluru Main Road Junction Cam 7","13.176004","77.479554","48211000000048013","Active","2020-04-29","48211000000072962"
"48211000000129998","48211000000013007","2026-07-22 14:32:44:823","2026-07-22 14:32:44:823","Bengaluru Government Office Cam 8","13.182521","77.483827","48211000000048013","Active","2022-06-27","48211000000072962"
"48211000000129999","48211000000013007","2026-07-22 14:32:44:824","2026-07-22 14:32:44:824","Bengaluru Temple Cam 9","13.167589","77.472263","48211000000048013","Active","2021-06-23","48211000000072962"
"48211000000130000","48211000000013007","2026-07-22 14:32:44:826","2026-07-22 14:32:44:826","Bengaluru Hospital Cam 10","13.1788","77.4821","48211000000048013","Active","2025-10-17","48211000000072962"
"48211000000130001","48211000000013007","2026-07-22 14:32:44:827","2026-07-22 14:32:44:827","Bengaluru Stadium Cam 11","13.170371","77.477812","48211000000048013","Active","2025-01-10","48211000000072962"
"48211000000130002","48211000000013007","2026-07-22 14:32:44:829","2026-07-22 14:32:44:829","Bengaluru Mosque Cam 12","13.164591","77.485771","48211000000048013","Active","2025-09-06","48211000000072962"
"48211000000130003","48211000000013007","2026-07-22 14:32:44:831","2026-07-22 14:32:44:831","Bengaluru College Cam 13","13.183123","77.492322","48211000000048013","Active","2023-01-21","48211000000072962"
"48211000000130004","48211000000013007","2026-07-22 14:32:44:832","2026-07-22 14:32:44:832","Bengaluru Market Cam 14","13.175659","77.478466","48211000000048013","Active","2024-09-01","48211000000072962"
"48211000000130005","48211000000013007","2026-07-22 14:32:44:833","2026-07-22 14:32:44:833","Bengaluru Hospital Cam 15","13.175408","77.476384","48211000000048013","Active","2024-11-01","48211000000072962"
"48211000000130006","48211000000013007","2026-07-22 14:32:44:835","2026-07-22 14:32:44:835","Bengaluru Main Road Junction Cam 16","13.169667","77.476541","48211000000048013","Active","2020-01-08","48211000000072962"
"48211000000130007","48211000000013007","2026-07-22 14:32:44:836","2026-07-22 14:32:44:836","Bengaluru Market Cam 17","13.181052","77.465561","48211000000048013","Active","2024-10-03","48211000000072962"
"48211000000130008","48211000000013007","2026-07-22 14:32:44:837","2026-07-22 14:32:44:837","Bengaluru Railway Junction Cam 18","13.173523","77.473294","48211000000048013","Active","2022-06-16","48211000000072962"
"48211000000130009","48211000000013007","2026-07-22 14:32:44:839","2026-07-22 14:32:44:839","Bengaluru Church Cam 19","13.183289","77.4701","48211000000048013","Inactive","2021-06-11","48211000000072962"
"48211000000130010","48211000000013007","2026-07-22 14:32:44:840","2026-07-22 14:32:44:840","Bengaluru Bus Stand Cam 20","13.178789","77.488906","48211000000048013","Active","2025-01-25","48211000000072962"
"48211000000130011","48211000000013007","2026-07-22 14:32:44:841","2026-07-22 14:32:44:841","Bengaluru School Zone Cam 21","13.169715","77.49484","48211000000048013","Active","2024-04-17","48211000000072962"
"48211000000130012","48211000000013007","2026-07-22 14:32:44:843","2026-07-22 14:32:44:843","Bengaluru Mosque Cam 22","13.176435","77.479218","48211000000048013","Active","2026-03-12","48211000000072962"
"48211000000130013","48211000000013007","2026-07-22 14:32:44:844","2026-07-22 14:32:44:844","Bengaluru Residential Cam 23","13.163567","77.469747","48211000000048013","Active","2023-04-16","48211000000072962"
"48211000000130014","48211000000013007","2026-07-22 14:32:44:846","2026-07-22 14:32:44:846","Bengaluru Residential Cam 24","13.172537","77.486142","48211000000048013","Active","2025-01-17","48211000000072962"
"48211000000130015","48211000000013007","2026-07-22 14:32:44:847","2026-07-22 14:32:44:847","Kengeri Hospital Cam 1","12.698878","77.711239","48211000000048013","Active","2023-05-29","48211000000072963"
"48211000000130016","48211000000013007","2026-07-22 14:32:44:848","2026-07-22 14:32:44:848","Kengeri Court Complex Cam 2","12.675054","77.718242","48211000000048013","Active","2019-04-04","48211000000072963"
"48211000000130017","48211000000013007","2026-07-22 14:32:44:850","2026-07-22 14:32:44:850","Kengeri Main Road Junction Cam 3","12.691927","77.697953","48211000000048013","Active","2024-12-18","48211000000072963"
"48211000000130018","48211000000013007","2026-07-22 14:32:44:851","2026-07-22 14:32:44:851","Kengeri College Cam 4","12.695323","77.721051","48211000000048013","Active","2022-02-03","48211000000072963"
"48211000000130019","48211000000013007","2026-07-22 14:32:44:852","2026-07-22 14:32:44:852","Kengeri Mosque Cam 5","12.683852","77.723016","48211000000048013","Active","2026-05-28","48211000000072963"
"48211000000130020","48211000000013007","2026-07-22 14:32:44:854","2026-07-22 14:32:44:854","Kengeri Stadium Cam 6","12.677456","77.72091","48211000000048013","Active","2021-09-12","48211000000072963"
"48211000000130021","48211000000013007","2026-07-22 14:32:44:855","2026-07-22 14:32:44:855","Kengeri Market Cam 7","12.689599","77.723769","48211000000048013","Active","2019-07-19","48211000000072963"
"48211000000130022","48211000000013007","2026-07-22 14:32:44:856","2026-07-22 14:32:44:856","Kengeri College Cam 8","12.688363","77.725369","48211000000048013","Active","2021-06-08","48211000000072963"
"48211000000130023","48211000000013007","2026-07-22 14:32:44:858","2026-07-22 14:32:44:858","Kengeri Hospital Cam 9","12.670087","77.722775","48211000000048013","Active","2022-03-30","48211000000072963"
"48211000000130024","48211000000013007","2026-07-22 14:32:44:859","2026-07-22 14:32:44:859","Kengeri Police HQ Gate Cam 10","12.684205","77.724613","48211000000048013","Active","2025-09-15","48211000000072963"
"48211000000130025","48211000000013007","2026-07-22 14:32:44:860","2026-07-22 14:32:44:860","Kengeri Court Complex Cam 11","12.671032","77.727365","48211000000048013","Active","2020-08-09","48211000000072963"
"48211000000130026","48211000000013007","2026-07-22 14:32:44:862","2026-07-22 14:32:44:862","Kengeri Residential Cam 12","12.683895","77.697382","48211000000048013","Active","2019-09-07","48211000000072963"
"48211000000130027","48211000000013007","2026-07-22 14:32:44:863","2026-07-22 14:32:44:863","Kengeri Main Road Junction Cam 13","12.680021","77.709157","48211000000048013","Active","2026-01-08","48211000000072963"
"48211000000130028","48211000000013007","2026-07-22 14:32:44:864","2026-07-22 14:32:44:864","Kengeri Market Cam 14","12.681595","77.705221","48211000000048013","Active","2026-03-20","48211000000072963"
"48211000000130029","48211000000013007","2026-07-22 14:32:44:866","2026-07-22 14:32:44:866","Krishnarajapura Main Road Junction Cam 1","13.004427","77.751914","48211000000048013","Active","2020-09-03","48211000000072964"
"48211000000130030","48211000000013007","2026-07-22 14:32:44:867","2026-07-22 14:32:44:867","Krishnarajapura Railway Junction Cam 2","13.011921","77.763419","48211000000048013","Active","2021-07-12","48211000000072964"
"48211000000130031","48211000000013007","2026-07-22 14:32:44:869","2026-07-22 14:32:44:869","Krishnarajapura Mosque Cam 3","12.999208","77.75879","48211000000048013","Active","2019-08-25","48211000000072964"
"48211000000130032","48211000000013007","2026-07-22 14:32:44:870","2026-07-22 14:32:44:870","Krishnarajapura Railway Junction Cam 4","13.003195","77.773356","48211000000048013","Active","2023-05-10","48211000000072964"
"48211000000130033","48211000000013007","2026-07-22 14:32:44:871","2026-07-22 14:32:44:871","Krishnarajapura Government Office Cam 5","13.010978","77.762244","48211000000048013","Active","2024-01-17","48211000000072964"
"48211000000130034","48211000000013007","2026-07-22 14:32:44:873","2026-07-22 14:32:44:873","Krishnarajapura Main Road Junction Cam 6","13.016213","77.77699","48211000000048013","Active","2019-07-31","48211000000072964"
"48211000000130035","48211000000013007","2026-07-22 14:32:44:874","2026-07-22 14:32:44:874","Krishnarajapura Police HQ Gate Cam 7","13.000377","77.757758","48211000000048013","Inactive","2019-10-26","48211000000072964"
"48211000000130036","48211000000013007","2026-07-22 14:32:44:875","2026-07-22 14:32:44:875","Krishnarajapura Main Road Junction Cam 8","13.001515","77.760941","48211000000048013","Active","2021-06-07","48211000000072964"
"48211000000130037","48211000000013007","2026-07-22 14:32:44:877","2026-07-22 14:32:44:877","Krishnarajapura Bus Stand Cam 9","12.997847","77.76818","48211000000048013","Active","2019-03-04","48211000000072964"
"48211000000130038","48211000000013007","2026-07-22 14:32:44:878","2026-07-22 14:32:44:878","Krishnarajapura Main Road Junction Cam 10","13.010177","77.762423","48211000000048013","Active","2024-05-15","48211000000072964"
"48211000000130039","48211000000013007","2026-07-22 14:32:44:880","2026-07-22 14:32:44:880","Krishnarajapura Main Road Junction Cam 11","12.986337","77.753539","48211000000048013","Active","2021-09-07","48211000000072964"
"48211000000130040","48211000000013007","2026-07-22 14:32:44:881","2026-07-22 14:32:44:881","Krishnarajapura Residential Cam 12","12.993467","77.762658","48211000000048013","Active","2026-04-11","48211000000072964"
"48211000000130041","48211000000013007","2026-07-22 14:32:44:882","2026-07-22 14:32:44:882","Krishnarajapura Railway Junction Cam 13","13.013812","77.760018","48211000000048013","Active","2024-03-23","48211000000072964"
"48211000000130042","48211000000013007","2026-07-22 14:32:44:884","2026-07-22 14:32:44:884","Krishnarajapura College Cam 14","13.005482","77.762885","48211000000048013","Active","2022-08-04","48211000000072964"
"48211000000130043","48211000000013007","2026-07-22 14:32:44:885","2026-07-22 14:32:44:885","Krishnarajapura Residential Cam 15","13.020691","77.746085","48211000000048013","Inactive","2021-06-25","48211000000072964"
"48211000000130044","48211000000013007","2026-07-22 14:32:44:886","2026-07-22 14:32:44:886","Krishnarajapura Railway Junction Cam 16","13.00744","77.777667","48211000000048013","Active","2025-06-30","48211000000072964"
"48211000000130045","48211000000013007","2026-07-22 14:32:44:888","2026-07-22 14:32:44:888","Krishnarajapura Court Complex Cam 17","13.021309","77.755958","48211000000048013","Active","2023-04-05","48211000000072964"
"48211000000130046","48211000000013007","2026-07-22 14:32:44:889","2026-07-22 14:32:44:889","Krishnarajapura Railway Junction Cam 18","13.01857","77.760974","48211000000048013","Active","2022-10-14","48211000000072964"
"48211000000130047","48211000000013007","2026-07-22 14:32:44:890","2026-07-22 14:32:44:890","Krishnarajapura Main Road Junction Cam 19","13.000523","77.763208","48211000000048013","Active","2024-07-02","48211000000072964"
"48211000000130048","48211000000013007","2026-07-22 14:32:44:892","2026-07-22 14:32:44:892","Krishnarajapura Bus Stand Cam 20","12.995423","77.75947","48211000000048013","Active","2025-02-16","48211000000072964"
"48211000000130049","48211000000013007","2026-07-22 14:32:44:893","2026-07-22 14:32:44:893","Krishnarajapura Railway Junction Cam 21","13.000257","77.770405","48211000000048013","Active","2019-08-29","48211000000072964"
"48211000000130050","48211000000013007","2026-07-22 14:32:44:895","2026-07-22 14:32:44:895","Krishnarajapura School Zone Cam 22","12.995741","77.767051","48211000000048013","Active","2019-07-18","48211000000072964"
