"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","FIRNumber","UnitId","DistrictId","DateOfFIR","CrimeType","Status","Latitude","Longitude"
"48211000000054197","48211000000013007","2026-07-21 16:15:25:024","2026-07-21 16:15:25:024","FIR/2026/141","48211000000054021","48211000000048015","2026-04-09","Extortion","Under Investigation","12.834169","74.938663"
"48211000000054198","48211000000013007","2026-07-21 16:15:25:026","2026-07-21 16:15:25:026","FIR/2026/142","48211000000054018","48211000000048013","2026-04-08","Fraud","Chargesheeted","12.942024","77.652407"
"48211000000054199","48211000000013007","2026-07-21 16:15:25:027","2026-07-21 16:15:25:027","FIR/2026/143","48211000000054027","48211000000048018","2026-05-09","Assault","Under Investigation","17.469306","76.783898"
"48211000000054200","48211000000013007","2026-07-21 16:15:25:029","2026-07-21 16:15:25:029","FIR/2026/144","48211000000054018","48211000000048013","2026-01-04","Theft","Closed","13.042933","77.576294"
"48211000000054201","48211000000013007","2026-07-21 16:15:25:031","2026-07-21 16:15:25:031","FIR/2026/145","48211000000054027","48211000000048018","2026-03-09","Theft","Chargesheeted","17.281268","76.892111"
"48211000000054202","48211000000013007","2026-07-21 16:15:25:032","2026-07-21 16:15:25:032","FIR/2026/146","48211000000054027","48211000000048018","2026-05-17","Vehicle Theft","Closed","17.293703","76.779298"
"48211000000054203","48211000000013007","2026-07-21 16:15:25:034","2026-07-21 16:15:25:034","FIR/2026/147","48211000000054028","48211000000048018","2026-01-18","Vehicle Theft","Under Investigation","17.250131","76.88962"
"48211000000054204","48211000000013007","2026-07-21 16:15:25:035","2026-07-21 16:15:25:035","FIR/2026/148","48211000000054021","48211000000048015","2026-01-26","Fraud","Under Investigation","12.992211","74.917167"
"48211000000054205","48211000000013007","2026-07-21 16:15:25:037","2026-07-21 16:15:25:037","FIR/2026/149","48211000000054018","48211000000048013","2026-01-08","Theft","Under Investigation","12.839997","77.692143"
"48211000000054206","48211000000013007","2026-07-21 16:15:25:038","2026-07-21 16:15:25:038","FIR/2026/150","48211000000054022","48211000000048015","2026-05-16","Cybercrime","Under Investigation","12.887716","74.91054"
"48211000000054207","48211000000013007","2026-07-21 16:15:25:040","2026-07-21 16:15:25:040","FIR/2026/151","48211000000054019","48211000000048014","2026-04-08","Theft","Chargesheeted","12.331713","76.561649"
"48211000000054208","48211000000013007","2026-07-21 16:15:25:041","2026-07-21 16:15:25:041","FIR/2026/152","48211000000054025","48211000000048017","2026-04-28","Burglary","Chargesheeted","15.291298","74.976819"
"48211000000054209","48211000000013007","2026-07-21 16:15:25:043","2026-07-21 16:15:25:043","FIR/2026/153","48211000000054024","48211000000048016","2026-04-24","Domestic Violence","Under Investigation","15.983271","74.643996"
"48211000000054210","48211000000013007","2026-07-21 16:15:25:044","2026-07-21 16:15:25:044","FIR/2026/154","48211000000054022","48211000000048015","2026-03-19","Fraud","Chargesheeted","12.823865","74.821408"
"48211000000054211","48211000000013007","2026-07-21 16:15:25:046","2026-07-21 16:15:25:046","FIR/2026/155","48211000000054023","48211000000048016","2026-05-28","Burglary","Chargesheeted","15.788462","74.557484"
"48211000000054212","48211000000013007","2026-07-21 16:15:25:047","2026-07-21 16:15:25:047","FIR/2026/156","48211000000054018","48211000000048013","2026-06-25","Burglary","Chargesheeted","13.059693","77.745381"
"48211000000054213","48211000000013007","2026-07-21 16:15:25:049","2026-07-21 16:15:25:049","FIR/2026/157","48211000000054026","48211000000048017","2026-02-28","Chain Snatching","Closed","15.396819","75.079696"
"48211000000054214","48211000000013007","2026-07-21 16:15:25:051","2026-07-21 16:15:25:051","FIR/2026/158","48211000000054027","48211000000048018","2026-07-04","Domestic Violence","Chargesheeted","17.409941","76.888557"
"48211000000054215","48211000000013007","2026-07-21 16:15:25:052","2026-07-21 16:15:25:052","FIR/2026/159","48211000000054019","48211000000048014","2026-03-21","Vehicle Theft","Chargesheeted","12.382383","76.499409"
"48211000000054216","48211000000013007","2026-07-21 16:15:25:054","2026-07-21 16:15:25:054","FIR/2026/160","48211000000054021","48211000000048015","2026-07-11","Theft","Under Investigation","12.888751","74.766238"
"48211000000054217","48211000000013007","2026-07-21 16:15:25:056","2026-07-21 16:15:25:056","FIR/2026/161","48211000000054026","48211000000048017","2026-02-12","Robbery","Closed","15.291791","75.221407"
"48211000000054218","48211000000013007","2026-07-21 16:15:25:057","2026-07-21 16:15:25:057","FIR/2026/162","48211000000054024","48211000000048016","2026-01-30","Fraud","Under Investigation","15.840199","74.37029"
